Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party
Bryce Reeves,ReevesVA,2010-03-19T00:00:00Z,124560631,male,United States of America,1966-11-28T00:00:00Z,53,,Republican Party
Buddy Carter,RepBuddyCarter,2015-01-12T00:00:00Z,2973870195,male,United States of America,1957-09-06T00:00:00Z,63,,Republican Party
Buddy Fowler,DelBFowler,2017-04-06T00:00:00Z,8.49992E+17,male,United States of America,1955-07-02T00:00:00Z,65,,Republican Party
Burgess Owens,BurgessOwens,,,male,United States of America,1951-08-02T00:00:00Z,69,burgessowens,Republican Party
Byron Brown,MayorByronBrown,2010-07-23T00:00:00Z,170011008,male,United States of America,1958-09-24T00:00:00Z,62,mayorbyronbrown716,Democratic Party
Cal Cunningham,CalforNC,2009-11-24T00:00:00Z,92397793,male,United States of America,1973-08-06T00:00:00Z,47,calfornc,Democratic Party
Campbell Cavasso,camcavasso,2010-05-07T00:00:00Z,141036249,male,United States of America,1950-10-14T00:00:00Z,70,,Republican Party
Candice Keller,votecandice16,2019-08-05T00:00:00Z,1.15844E+18,female,United States of America,1952-01-01T00:00:00Z,68,votecandicekeller,Republican Party
Candice Miller,CandiceMiller,2008-06-30T00:00:00Z,15281676,female,United States of America,1954-05-07T00:00:00Z,66,repcandicemiller,Republican Party
Carl Heastie,CarlHeastie,2011-10-02T00:00:00Z,383566622,male,United States of America,1967-09-25T00:00:00Z,53,,Democratic Party
Carl Levin,SenCarlLevin,,,male,United States of America,1934-06-28T00:00:00Z,86,,Democratic Party
Carlos A. Giménez,MayorGimenez,2011-07-08T00:00:00Z,331783175,male,Cuba,1954-01-17T00:00:00Z,66,,Republican Party
Carlos Curbelo,RepCurbelo,,t2070897035,male,United States of America,1980-03-01T00:00:00Z,40,repcurbelo,Republican Party
Carlos Delgado Altieri,delgadoaltieri,2018-10-01T00:00:00Z,,male,United States of America,1960-01-09T00:00:00Z,60,charliedelgadoaltieri,Popular Democratic Party
Carlos Guillermo Smith,CarlosGSmith,2009-04-17T00:00:00Z,32313637,male,United States of America,1980-12-31T00:00:00Z,39,,Democratic Party
Carlos Gutierrez,carlosgutierrez,2017-09-11T00:00:00Z,9.07355E+17,male,Cuba,1953-11-04T00:00:00Z,67,,Republican Party
Carlos Lopez-Cantera,lopezcantera,2010-07-13T00:00:00Z,166401351,male,Spain,1973-12-29T00:00:00Z,46,carlosforflorida,Republican Party
Carly Fiorina,CarlyFiorina,2009-08-14T00:00:00Z,65691824,female,United States of America,1954-09-06T00:00:00Z,66,carlyfiorina,Republican Party
Carol Miller,RepCarolMiller,2012-09-23T00:00:00Z,841994444,female,United States of America,1950-11-04T00:00:00Z,70,,Republican Party
Carol Miller,CarolMillerWV,2012-09-23T00:00:00Z,841994444,female,United States of America,1950-11-04T00:00:00Z,70,,Republican Party
Carol Miller,RepCarolMiller,2019-01-04T00:00:00Z,1.08132E+18,female,United States of America,1950-11-04T00:00:00Z,70,,Republican Party
Carol Miller,CarolMillerWV,2019-01-04T00:00:00Z,1.08132E+18,female,United States of America,1950-11-04T00:00:00Z,70,,Republican Party
Carol Moseley Braun,AmbCMBraun,2020-08-17T00:00:00Z,1.29521E+18,female,United States of America,1947-08-16T00:00:00Z,73,,Democratic Party
Carol Shea-Porter,RepSheaPorter,2010-03-25T00:00:00Z,126171100,female,United States of America,1952-12-02T00:00:00Z,67,,Democratic Party
Caroline Glick,CarolineGlick,2011-08-22T00:00:00Z,360086219,female,United States of America,1969-12-01T00:00:00Z,50,,New Right
Caroline Kennedy,CarolineKennedy,2017-01-17T00:00:00Z,8.21554E+17,female,United States of America,1957-11-27T00:00:00Z,62,,Democratic Party
Carolyn Dykema,CarolynDykema,,,female,United States of America,1967-12-26T00:00:00Z,52,,Democratic Party
Carolyn Goodman,mayoroflasvegas,2014-03-17T00:00:00Z,2394599778,female,United States of America,1938-03-25T00:00:00Z,82,mayoroflasvegas,Democratic Party
Carolyn Maloney,RepMaloney,2011-02-28T00:00:00Z,258900199,female,United States of America,1946-02-19T00:00:00Z,74,repmaloney,Democratic Party
Carrie Ruud,CarrieRuud,2011-07-21T00:00:00Z,339684960,female,United States of America,1952-02-22T00:00:00Z,68,,Republican Party
Carrie Ruud,CarrieRuud,2011-07-21T00:00:00Z,339684960,female,United States of America,1952-02-22T00:00:00Z,68,,Republican Party of Minnesota
Casey Cagle,caseycagle,2007-06-27T00:00:00Z,7116142,male,United States of America,1966-01-12T00:00:00Z,54,casey.cagle,Republican Party
Casey Schreiner,Casey_Schreiner,,,male,United States of America,1982-07-10T00:00:00Z,38,,Democratic Party
Catherine Cortez Masto,CatherineForNV,2016-12-20T00:00:00Z,8.11314E+17,female,United States of America,1964-03-29T00:00:00Z,56,catherinecortezmastofornv,Democratic Party
Catherine Cortez Masto,SenCortezMasto,2016-12-20T00:00:00Z,8.11314E+17,female,United States of America,1964-03-29T00:00:00Z,56,catherinecortezmastofornv,Democratic Party
Catherine Cortez Masto,CatherineForNV,2015-04-07T00:00:00Z,3145735852,female,United States of America,1964-03-29T00:00:00Z,56,catherinecortezmastofornv,Democratic Party
Catherine Cortez Masto,SenCortezMasto,2015-04-07T00:00:00Z,3145735852,female,United States of America,1964-03-29T00:00:00Z,56,catherinecortezmastofornv,Democratic Party
Catherine E. Pugh,MayorPugh50,2009-09-30T00:00:00Z,78744813,female,United States of America,1950-03-10T00:00:00Z,70,mayorpugh50,Democratic Party
Cathleen Galgiani,SenatorGalgiani,,,female,United States of America,1964-01-04T00:00:00Z,56,,Democratic Party
Cathleen Galgiani,SenatorGalgiani,,,female,United States of America,1964-01-04T00:00:00Z,56,,California Democratic Party
Cathy McMorris Rodgers,cathymcmorris,2008-12-08T00:00:00Z,17976923,female,United States of America,1969-05-22T00:00:00Z,51,cathymcmorris,Republican Party
Cecile Richards,CecileRichards,2008-10-28T00:00:00Z,17011177,female,United States of America,1958-07-15T00:00:00Z,62,,Democratic Party
Cecilia Muñoz,cecilia44,2013-07-22T00:00:00Z,1613223313,female,United States of America,1962-07-27T00:00:00Z,58,,Democratic Party
Cedric Richmond,RepRichmond,2011-03-17T00:00:00Z,267854863,male,United States of America,1973-09-13T00:00:00Z,47,,Democratic Party
Cenk Uygur,cenkuygur,2011-12-05T00:00:00Z,429227921,male,Turkey,1970-03-21T00:00:00Z,50,,Republican Party
Chael Sonnen,sonnench,2016-05-27T00:00:00Z,7.36321E+17,male,United States of America,1977-04-03T00:00:00Z,43,,Republican Party
Chaka Fattah,ChakaFattah,2009-06-17T00:00:00Z,48086014,male,United States of America,1956-11-21T00:00:00Z,63,chakafattah,Democratic Party
Charles B. Rangel,CBRangel,2009-02-19T00:00:00Z,21312077,male,United States of America,1930-06-11T00:00:00Z,90,,Democratic Party
Charles Boustany,RepBoustany,,,male,United States of America,1956-02-21T00:00:00Z,64,,Republican Party
Charles Poindexter,Del_CPoindexter,2011-07-06T00:00:00Z,330568725,male,United States of America,1942-02-27T00:00:00Z,78,,Republican Party
Charlie Baker,CharlieBakerMA,2009-07-08T00:00:00Z,54990588,male,United States of America,1956-11-13T00:00:00Z,64,massgovernor,Republican Party
Charlie Crist,repcharliecrist,2017-01-02T00:00:00Z,8.1603E+17,male,United States of America,1956-07-24T00:00:00Z,64,repcharliecrist,Democratic Party
Charlie Crist,repcharliecrist,2017-01-02T00:00:00Z,8.1603E+17,male,United States of America,1956-07-24T00:00:00Z,64,repcharliecrist,Republican Party
Charlie Dent,RepCharlieDent,2011-01-24T00:00:00Z,242376736,male,United States of America,1960-05-24T00:00:00Z,60,,Republican Party
Charlie Geren,charliegeren,2011-08-17T00:00:00Z,356903515,male,United States of America,1949-10-22T00:00:00Z,71,,Republican Party
Charniele Herring,C_Herring,2009-04-07T00:00:00Z,29450425,female,Dominican Republic,1969-09-25T00:00:00Z,51,,Democratic Party
Chellie Pingree,ChelliePingree,2008-06-02T00:00:00Z,14984637,female,United States of America,1955-04-02T00:00:00Z,65,,Democratic Party
Cheri Bustos,RepCheri,2013-01-15T00:00:00Z,1092979962,female,United States of America,1961-10-17T00:00:00Z,59,,Democratic Party
Chip Roy,RepChipRoy,2019-01-08T00:00:00Z,1.08279E+18,male,United States of America,1972-08-07T00:00:00Z,48,chiproytx,Republican Party
Chris A. Brown,ChrisBrownNJ,2010-12-01T00:00:00Z,221932626,male,United States of America,1964-08-03T00:00:00Z,56,,Republican Party
Chris Christie,chrischristie,2013-04-12T00:00:00Z,1347285918,male,United States of America,1962-09-06T00:00:00Z,58,chrischristie,Republican Party
Chris Collins,RepChrisCollins,,,male,United States of America,1950-05-20T00:00:00Z,70,repchriscollins,Republican Party
Chris Coons,ChrisCoons,2011-12-12T00:00:00Z,435500714,male,United States of America,1963-09-09T00:00:00Z,57,senatorchriscoons,Democratic Party
Chris Coons,SenCoonsOffice,2011-12-12T00:00:00Z,435500714,male,United States of America,1963-09-09T00:00:00Z,57,senatorchriscoons,Democratic Party
Chris Coons,ChrisCoons,2008-07-05T00:00:00Z,15324851,male,United States of America,1963-09-09T00:00:00Z,57,senatorchriscoons,Democratic Party
Chris Coons,SenCoonsOffice,2008-07-05T00:00:00Z,15324851,male,United States of America,1963-09-09T00:00:00Z,57,senatorchriscoons,Democratic Party
Chris Dodd,SenChrisDodd,2008-09-16T00:00:00Z,16317406,male,United States of America,1944-05-27T00:00:00Z,76,,Democratic Party
Chris Gibson,RepChrisGibson,2011-01-06T00:00:00Z,234937222,male,United States of America,1964-05-13T00:00:00Z,56,,Republican Party
Chris Giunchigliani,Giunchigliani,2010-05-10T00:00:00Z,142438021,female,Italy,1954-11-27T00:00:00Z,65,,Democratic Party
Chris Head,DelChrisHead,2011-05-23T00:00:00Z,304158388,male,United States of America,1963-01-13T00:00:00Z,57,,Republican Party
Chris Holden,ChrisHoldenNews,,,male,United States of America,1960-07-19T00:00:00Z,60,chrisholden41,Democratic Party
Chris Holden,ChrisHoldenNews,,,male,United States of America,1960-07-19T00:00:00Z,60,chrisholden41,California Democratic Party
Chris Kapenga,SenatorKapenga,2015-08-07T00:00:00Z,3407370712,male,United States of America,1972-02-19T00:00:00Z,48,,Republican Party
Chris Koster,koster4missouri,2011-12-22T00:00:00Z,444219274,male,United States of America,1964-08-31T00:00:00Z,56,koster4mo,Republican Party
Chris Koster,koster4missouri,2011-12-22T00:00:00Z,444219274,male,United States of America,1964-08-31T00:00:00Z,56,koster4mo,Democratic Party
Chris McDaniel,senatormcdaniel,2009-02-28T00:00:00Z,22229397,male,United States of America,1971-06-28T00:00:00Z,49,cmforussenate,Republican Party
Chris Murphy,ChrisMurphyCT,2010-05-31T00:00:00Z,150078976,male,United States of America,1973-08-03T00:00:00Z,47,chrismurphyct,Democratic Party
Chris Pappas,ChrisPappasNH,2018-11-28T00:00:00Z,1.06775E+18,male,United States of America,1980-06-04T00:00:00Z,40,,Democratic Party
Chris Pappas,RepChrisPappas,2018-11-28T00:00:00Z,1.06775E+18,male,United States of America,1980-06-04T00:00:00Z,40,,Democratic Party
Chris Pappas,ChrisPappasNH,2012-05-08T00:00:00Z,574799823,male,United States of America,1980-06-04T00:00:00Z,40,,Democratic Party
Chris Pappas,RepChrisPappas,2012-05-08T00:00:00Z,574799823,male,United States of America,1980-06-04T00:00:00Z,40,,Democratic Party
Chris Peace,DelCPeace,,,male,United States of America,1976-11-16T00:00:00Z,44,,Republican Party
Chris Smith,RepChrisSmith,2013-03-22T00:00:00Z,1289319271,male,United States of America,1953-03-04T00:00:00Z,67,,Republican Party
Chris Smith,RepChrisSmith,2013-03-22T00:00:00Z,1289319271,male,United States of America,1953-03-04T00:00:00Z,67,,Democratic Party
Chris Stewart,RepChrisStewart,2013-01-08T00:00:00Z,1072008757,male,United States of America,1960-07-15T00:00:00Z,60,repchrisstewart,Republican Party
Chris Stolle,chrisstolle,2009-04-23T00:00:00Z,34704753,male,United States of America,1958-04-01T00:00:00Z,62,,Republican Party
Chris Sununu,ChrisSununu,2009-12-10T00:00:00Z,95943434,male,United States of America,1974-11-05T00:00:00Z,46,chrissununu,Republican Party
Chris Taylor,ChrisTaylorWI,2012-03-14T00:00:00Z,524733591,female,United States of America,1968-01-13T00:00:00Z,52,,Democratic Party
Chris Van Hollen,VanHollenForMD,2008-12-15T00:00:00Z,18137749,male,Pakistan,1959-01-10T00:00:00Z,61,chrisvanhollen,Democratic Party
Chris Van Hollen,ChrisVanHollen,2008-12-15T00:00:00Z,18137749,male,Pakistan,1959-01-10T00:00:00Z,61,chrisvanhollen,Democratic Party
Chris Van Hollen,VanHollenForMD,2015-03-03T00:00:00Z,3067974778,male,Pakistan,1959-01-10T00:00:00Z,61,chrisvanhollen,Democratic Party
Chris Van Hollen,ChrisVanHollen,2015-03-03T00:00:00Z,3067974778,male,Pakistan,1959-01-10T00:00:00Z,61,chrisvanhollen,Democratic Party
Chris Widener,ChrisWidenerOH,2010-02-21T00:00:00Z,116282843,male,United States of America,1963-08-22T00:00:00Z,57,,Republican Party
Chrissy Houlahan,RepHoulahan,2018-10-18T00:00:00Z,1.0529E+18,female,United States of America,1967-06-05T00:00:00Z,53,,Democratic Party
Christian McDaniel,kychrismcdaniel,,,male,United States of America,1977-07-19T00:00:00Z,43,,Republican Party
Christina Hagan,RepHagan,2011-12-07T00:00:00Z,431049342,female,United States of America,1988-12-11T00:00:00Z,31,,Republican Party
Christine O'Donnell,ChristineOD,2009-05-17T00:00:00Z,40745568,female,United States of America,1969-08-27T00:00:00Z,51,,Republican Party
Christine Quinn,chriscquinn,2013-12-31T00:00:00Z,2270660737,female,United States of America,1966-03-25T00:00:00Z,54,,Democratic Party
Christine Quinn,chriscquinn,2013-12-31T00:00:00Z,2270660737,female,United States of America,1966-07-25T00:00:00Z,54,,Democratic Party
Christine Todd Whitman,GovCTW,,,female,United States of America,1946-09-26T00:00:00Z,74,,Republican Party
Christopher G. Kennedy,KennedyforIL,2017-01-20T00:00:00Z,8.22551E+17,male,United States of America,1963-07-04T00:00:00Z,57,,Democratic Party
Christopher Jacobs,JacobsNY27,,,male,United States of America,1967-01-01T00:00:00Z,53,,Republican Party
Christopher Ruddy,chrisruddynmx,2012-08-29T00:00:00Z,789977198,male,United States of America,1965-01-28T00:00:00Z,55,,Republican Party
Christy Smith,ChristyforCA25,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,christyforad38,Democratic Party
Christy Smith,AsmChristySmith,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,christyforad38,Democratic Party
Christy Smith,ChristyforCA25,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,christyforad38,Democratic Party
Christy Smith,AsmChristySmith,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,christyforad38,Democratic Party
Christy Smith,ChristyforCA25,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,christysmithforcongress,Democratic Party
Christy Smith,AsmChristySmith,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,christysmithforcongress,Democratic Party
Christy Smith,ChristyforCA25,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,christysmithforcongress,Democratic Party
Christy Smith,AsmChristySmith,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,christysmithforcongress,Democratic Party
Christy Smith,ChristyforCA25,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,asmchristysmith,Democratic Party
Christy Smith,AsmChristySmith,2016-01-02T00:00:00Z,4699063596,female,Germany,1969-05-15T00:00:00Z,51,asmchristysmith,Democratic Party
Christy Smith,ChristyforCA25,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,asmchristysmith,Democratic Party
Christy Smith,AsmChristySmith,2018-11-21T00:00:00Z,1.0652E+18,female,Germany,1969-05-15T00:00:00Z,51,asmchristysmith,Democratic Party
Chuck Baldwin,drchuckbaldwin,2009-04-29T00:00:00Z,36480404,male,United States of America,1952-05-03T00:00:00Z,68,,Republican Party
Chuck Baldwin,drchuckbaldwin,2009-04-29T00:00:00Z,36480404,male,United States of America,1952-05-03T00:00:00Z,68,,Democratic Party
Chuck Fleischmann,RepChuck,2011-01-07T00:00:00Z,235190657,male,United States of America,1962-10-11T00:00:00Z,58,,Republican Party
Chuck Grassley,ChuckGrassley,2007-11-26T00:00:00Z,10615232,male,United States of America,1933-09-17T00:00:00Z,87,senatorchuckgrassley,Republican Party
Chuck McGrady,ChuckMcGrady,2013-03-03T00:00:00Z,1239543974,male,United States of America,1953-03-06T00:00:00Z,67,,Republican Party
Chuck Schumer,SenSchumer,2008-11-19T00:00:00Z,17494010,male,United States of America,1950-11-23T00:00:00Z,69,,Democratic Party
Cindy Axne,RepCindyAxne,2019-01-03T00:00:00Z,1.08087E+18,female,United States of America,1965-04-20T00:00:00Z,55,repcindyaxne,Democratic Party
Cindy Axne,Axne4Congress,2019-01-03T00:00:00Z,1.08087E+18,female,United States of America,1965-04-20T00:00:00Z,55,repcindyaxne,Democratic Party
Cindy Axne,RepCindyAxne,2017-05-24T00:00:00Z,8.67495E+17,female,United States of America,1965-04-20T00:00:00Z,55,repcindyaxne,Democratic Party
Cindy Axne,Axne4Congress,2017-05-24T00:00:00Z,8.67495E+17,female,United States of America,1965-04-20T00:00:00Z,55,repcindyaxne,Democratic Party
Cindy Hyde-Smith,SenHydeSmith,2011-03-07T00:00:00Z,262192574,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Democratic Party
Cindy Hyde-Smith,SenHydeSmith,2011-03-07T00:00:00Z,262192574,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Republican Party
Cindy Hyde-Smith,cindyhydesmith,2011-03-07T00:00:00Z,262192574,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Democratic Party
Cindy Hyde-Smith,cindyhydesmith,2011-03-07T00:00:00Z,262192574,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Republican Party
Cindy Hyde-Smith,SenHydeSmith,2018-04-09T00:00:00Z,9.83348E+17,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Democratic Party
Cindy Hyde-Smith,SenHydeSmith,2018-04-09T00:00:00Z,9.83348E+17,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Republican Party
Cindy Hyde-Smith,cindyhydesmith,2018-04-09T00:00:00Z,9.83348E+17,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Democratic Party
Cindy Hyde-Smith,cindyhydesmith,2018-04-09T00:00:00Z,9.83348E+17,female,United States of America,1959-05-10T00:00:00Z,61,sencindyhydesmith,Republican Party
Cindy McCain,cindymccain,2009-07-29T00:00:00Z,61263431,female,United States of America,1954-05-20T00:00:00Z,66,cindymccain,Republican Party
Claire McCaskill,clairecmc,2008-09-06T00:00:00Z,16160352,female,United States of America,1953-07-24T00:00:00Z,67,clairecmc,Democratic Party
Claudia Tenney,claudiatenney,2012-08-13T00:00:00Z,756285384,female,United States of America,1961-02-04T00:00:00Z,59,repclaudiatenney,Republican Party
Clay Aiken,clayaiken,,,male,United States of America,1978-11-30T00:00:00Z,41,clayaiken,Democratic Party
Clay Higgins,RepClayHiggins,2017-03-20T00:00:00Z,8.43637E+17,male,United States of America,1961-08-24T00:00:00Z,59,repclayhiggins,Republican Party
Colin Allred,RepColinAllred,2018-12-27T00:00:00Z,1.07836E+18,male,United States of America,1983-04-15T00:00:00Z,37,repcolinallred,Democratic Party
Colin Allred,ColinAllredTX,2018-12-27T00:00:00Z,1.07836E+18,male,United States of America,1983-04-15T00:00:00Z,37,repcolinallred,Democratic Party
Colin Allred,RepColinAllred,2011-08-02T00:00:00Z,346964561,male,United States of America,1983-04-15T00:00:00Z,37,repcolinallred,Democratic Party
Colin Allred,ColinAllredTX,2011-08-02T00:00:00Z,346964561,male,United States of America,1983-04-15T00:00:00Z,37,repcolinallred,Democratic Party
Colin R. J. Bonini,ColinBonini,2009-10-08T00:00:00Z,80948974,male,United States of America,1965-04-14T00:00:00Z,55,,Republican Party
Colin Van Ostern,ColinVanOstern,2011-08-14T00:00:00Z,354957876,male,United States of America,1979-02-14T00:00:00Z,41,,Democratic Party
Colleen Garry,RepColleenGarry,,,female,United States of America,1962-07-21T00:00:00Z,58,,Democratic Party
Colleen Hanabusa,RepHanabusa,2011-01-07T00:00:00Z,235373000,female,United States of America,1951-05-04T00:00:00Z,69,,Democratic Party
Collin Peterson,collinpeterson,2010-02-19T00:00:00Z,115676070,male,United States of America,1944-06-29T00:00:00Z,76,,Democratic Party
Collin Peterson,collinpeterson,2010-02-19T00:00:00Z,115676070,male,United States of America,1944-06-29T00:00:00Z,76,,Minnesota Democratic–Farmer–Labor Party
Condoleezza Rice,CondoleezzaRice,2011-10-10T00:00:00Z,388555493,female,United States of America,1954-11-14T00:00:00Z,66,condoleezzarice,Republican Party
Connie Lawson,SecretaryLawson,2012-06-06T00:00:00Z,601188656,female,United States of America,1949-04-20T00:00:00Z,71,,Republican Party
Conor Lamb,ConorLambPA,2017-04-21T00:00:00Z,8.5524E+17,male,United States of America,1984-06-27T00:00:00Z,36,conorlamb_pa,Democratic Party
Corey Johnson,nycspeakercojo,2018-01-03T00:00:00Z,9.48576E+17,male,United States of America,1982-04-28T00:00:00Z,38,coreyjohnsonnyc,Democratic Party
Corey Stewart,CoreyStewartVA,2011-02-28T00:00:00Z,259045004,male,United States of America,1968-08-01T00:00:00Z,52,coreystewartpwc,Republican Party
Cori Bush,CoriBush,,,female,United States of America,1976-07-21T00:00:00Z,44,coribush,Democratic Party
Cori Bush,CoriBush,,,female,United States of America,1976-07-21T00:00:00Z,44,coribush,Democratic Socialists of America
Cori Bush,CoriBush,,,female,United States of America,1976-07-21T00:00:00Z,44,coribush,Justice Democrats
Corrine Brown,RepCorrineBrown,,t2086266926,female,United States of America,1946-11-11T00:00:00Z,74,,Democratic Party
Cory Booker,CoryBooker,2008-08-11T00:00:00Z,15808765,male,United States of America,1969-04-27T00:00:00Z,51,corybooker,Democratic Party
Cory Gardner,corygardner,2009-02-14T00:00:00Z,20879626,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Republican Party
Cory Gardner,corygardner,2009-02-14T00:00:00Z,20879626,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Colorado Republican Party
Cory Gardner,SenCoryGardner,2009-02-14T00:00:00Z,20879626,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Republican Party
Cory Gardner,SenCoryGardner,2009-02-14T00:00:00Z,20879626,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Colorado Republican Party
Cory Gardner,corygardner,2011-01-07T00:00:00Z,235217558,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Republican Party
Cory Gardner,corygardner,2011-01-07T00:00:00Z,235217558,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Colorado Republican Party
Cory Gardner,SenCoryGardner,2011-01-07T00:00:00Z,235217558,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Republican Party
Cory Gardner,SenCoryGardner,2011-01-07T00:00:00Z,235217558,male,United States of America,1974-08-22T00:00:00Z,46,sencorygardner,Colorado Republican Party
Craig Fitzhugh,CraigFitzhugh,2009-02-10T00:00:00Z,20513337,male,United States of America,1950-03-22T00:00:00Z,70,,Democratic Party
Cresent Hardy,CresentHardy,,t2071008788,male,United States of America,1957-06-23T00:00:00Z,63,,Republican Party
Curt Clawson,RepCurtClawson,2014-08-13T00:00:00Z,2730150631,male,United States of America,1959-09-28T00:00:00Z,61,,Republican Party
Curtis Hill,CurtisHill_IN,2015-11-27T00:00:00Z,4301575462,male,United States of America,1961-02-21T00:00:00Z,59,,Republican Party
"Curtis M. Loftis, Jr.",treasurerloftis,2010-03-15T00:00:00Z,123314680,male,United States of America,1958-09-08T00:00:00Z,62,,Republican Party
Cyndi Munson,cyndimunson85,,,female,United States of America,1985-05-24T00:00:00Z,35,cyndimunson,Democratic Party
Cynthia Lummis,CynthiaLummis,2009-03-04T00:00:00Z,22831059,female,United States of America,1954-09-10T00:00:00Z,66,,Republican Party
Cynthia McKinney,cynthiamckinney,2009-01-03T00:00:00Z,18572546,female,United States of America,1955-03-17T00:00:00Z,65,,Democratic Party
Cynthia Stone Creem,cindycreem,,,female,United States of America,1942-09-17T00:00:00Z,78,,Democratic Party
Dan Benishek,CongressmanDan,2011-01-25T00:00:00Z,242761889,male,United States of America,1952-04-20T00:00:00Z,68,,Republican Party
Dan Bilzerian,danbilzerian,2010-05-11T00:00:00Z,142839300,male,United States of America,1980-12-07T00:00:00Z,39,danbilzerian,Republican Party
Dan Bishop,jdanbishop,2013-09-28T00:00:00Z,1912799826,male,United States of America,1964-07-01T00:00:00Z,56,,Republican Party
Dan Coats,SenDanCoats,2010-11-05T00:00:00Z,212262370,male,United States of America,1943-05-16T00:00:00Z,77,,Republican Party
Dan Forest,DanForestNC,2011-03-14T00:00:00Z,266012753,male,United States of America,1967-10-15T00:00:00Z,53,danforestnc,North Carolina Republican Party
Dan Forest,DanForestNC,2011-03-14T00:00:00Z,266012753,male,United States of America,1967-10-15T00:00:00Z,53,danforestnc,Democratic Party
Dan Kildee,RepDanKildee,2012-12-29T00:00:00Z,1045110018,male,United States of America,1958-08-11T00:00:00Z,62,repdankildee,Democratic Party
Dan Lauwers,DanLauwers,,,male,United States of America,1963-01-15T00:00:00Z,57,,Republican Party
Dan Lipinski,RepLipinski,2012-12-13T00:00:00Z,1009269193,male,United States of America,1966-07-15T00:00:00Z,54,,Democratic Party
Dan Logue,danlogue4cd3,2011-10-16T00:00:00Z,392462422,male,United States of America,,,,Republican Party
Dan Newhouse,RepNewhouse,2014-12-18T00:00:00Z,2930635215,male,United States of America,1955-07-10T00:00:00Z,65,,Republican Party
Dan Patrick,DanPatrick,2008-11-24T00:00:00Z,17582355,male,United States of America,1950-04-04T00:00:00Z,70,danpatricktexas,Republican Party
Dan R. Brouillette,SecBrouillette,,,male,United States of America,1947-09-14T00:00:00Z,73,secbrouillette,Republican Party
Dan Ramos,StateRepRamos,,,male,United States of America,1981-09-02T00:00:00Z,39,,Democratic Party
Dana Beyer,DanaBeyerMD,2009-03-29T00:00:00Z,27345790,transgender female,United States of America,1952-02-09T00:00:00Z,68,,Democratic Party
Dana Perino,DanaPerino,2009-03-28T00:00:00Z,27311044,female,United States of America,1972-05-09T00:00:00Z,48,danaperino,Republican Party
Dana Rohrabacher,reprohrabacher,,,male,United States of America,1947-06-21T00:00:00Z,73,rep_rohrabacher,Republican Party
Dana Wachs,DanaJWachs,2013-04-07T00:00:00Z,1335313891,male,United States of America,1957-08-25T00:00:00Z,63,,Democratic Party
Dana Young,repdanayoung,,t2071058002,female,United States of America,1964-11-09T00:00:00Z,56,,Republican Party
Dane Eagle,DaneEagle,2011-11-02T00:00:00Z,403581958,male,United States of America,1983-05-22T00:00:00Z,37,,Republican Party
Danica Roem,pwcdanica,2010-07-22T00:00:00Z,169586297,transgender female,United States of America,1984-09-30T00:00:00Z,36,,Democratic Party
Daniel Ahlers,ahlers_dan,2019-09-01T00:00:00Z,,male,United States of America,1973-11-14T00:00:00Z,47,ahlers.dan,Socialist Party USA
Daniel Biss,danielbiss,2007-08-02T00:00:00Z,7912512,male,United States of America,1977-08-27T00:00:00Z,43,,Democratic Party
"Daniel M. Donovan, Jr.",RepDanDonovan,2015-07-01T00:00:00Z,3353670647,male,United States of America,1956-11-06T00:00:00Z,64,,Republican Party
